1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
29,3,11359,7,3,4,0,1,4,0,0,0,41,4,0
35,3,13483,5,10,2,7,0,4,1,0,0,42,4,0
23,8,10875,6,11,0,14,4,4,0,0,0,44,4,0
30,3,11626,11,15,4,3,3,4,0,0,0,45,4,0
30,4,12359,4,9,2,13,0,4,1,0,0,45,4,0
11,3,10747,11,15,2,11,0,4,1,0,0,46,4,0
39,3,13230,9,4,4,9,1,4,0,56,0,47,4,0
15,4,10475,15,1,4,3,1,4,1,0,0,66,4,0
49,3,11685,9,4,0,9,4,4,0,0,0,74,4,0
5,3,21316,15,1,3,11,3,3,0,0,0,14,5,0
5,3,15350,15,1,4,0,3,2,1,0,0,23,5,0
26,3,3325,11,15,2,13,0,4,1,0,0,23,5,0
10,3,9762,11,15,4,11,2,2,0,0,0,25,5,0
31,3,4116,5,10,2,2,0,4,1,0,0,25,5,0
9,3,9928,15,1,3,2,2,2,0,0,0,28,5,0
11,3,21316,3,8,3,7,3,3,0,0,0,28,5,0
27,3,10547,0,12,4,11,4,3,0,0,0,28,5,0
61,3,932,5,10,4,6,1,4,0,0,0,28,5,0
17,3,6423,6,11,5,6,4,4,0,0,0,28,5,0
10,3,1125,3,8,4,7,3,3,1,0,0,28,5,0
24,3,8347,12,5,4,3,1,4,1,0,0,28,5,0
23,3,14765,1,13,4,6,1,4,0,0,0,30,5,0
28,3,4276,0,12,0,7,1,2,0,0,0,31,5,0
36,1,5032,9,4,0,0,4,4,0,0,0,31,5,0
43,3,10830,3,8,0,2,1,3,1,0,0,31,5,0
6,3,11534,5,10,4,6,3,2,0,0,0,34,5,0
7,3,11534,6,11,4,6,3,2,0,0,0,34,5,0
36,3,7963,3,8,0,7,4,2,0,0,0,34,5,0
22,3,1055,11,15,0,7,1,3,0,0,0,34,5,0
31,3,9715,4,9,0,6,4,3,0,0,0,34,5,0
22,3,2513,5,10,3,6,4,3,0,0,0,34,5,0
39,3,12291,5,10,6,6,4,3,0,0,0,34,5,0
9,3,17632,2,14,2,8,5,3,0,0,0,34,5,0
27,3,10319,8,2,5,9,1,4,0,0,0,34,5,0
8,3,7612,5,10,4,6,2,4,0,0,0,34,5,0
4,3,2581,11,15,3,6,3,4,0,0,0,34,5,0
29,3,3372,4,9,4,6,3,4,0,0,0,34,5,0
1,3,11943,11,15,4,6,3,4,0,0,0,34,5,0
6,3,6955,15,1,4,7,3,4,0,0,0,34,5,0
23,3,4182,3,8,3,6,4,4,0,0,0,34,5,0
41,3,9157,11,15,5,7,4,4,0,0,0,34,5,0
45,8,9206,6,11,4,14,4,4,0,0,0,34,5,0
23,3,8192,15,1,2,0,5,4,0,0,0,34,5,0
27,3,11130,5,10,2,6,5,4,0,0,0,34,5,0
10,3,2825,11,15,2,6,5,4,0,0,0,34,5,0
6,3,11273,15,1,4,7,1,1,1,0,0,34,5,0
21,3,14449,9,4,3,2,1,2,1,0,0,34,5,0
22,1,11843,12,5,0,9,1,2,1,0,0,34,5,0
35,3,2967,1,13,2,6,0,3,1,0,0,34,5,0
40,3,1860,3,8,2,7,0,3,1,0,0,34,5,0
18,3,10212,11,15,2,13,0,3,1,0,0,34,5,0
4,3,8443,0,12,4,5,1,3,1,0,0,34,5,0
12,3,1125,11,15,4,13,2,3,1,0,0,34,5,0
30,3,14511,1,13,2,2,0,4,1,0,0,34,5,0
10,3,4857,9,4,2,3,0,4,1,0,0,34,5,0
36,3,6873,6,11,2,7,0,4,1,0,0,34,5,0
17,3,9147,2,14,2,7,0,4,1,0,0,34,5,0
12,8,718,11,15,2,14,0,4,1,0,0,34,5,0
12,3,15934,2,14,4,5,1,4,1,0,0,34,5,0
42,3,4449,13,0,4,6,1,4,1,0,0,34,5,0
8,3,7175,0,12,4,6,1,4,1,0,0,34,5,0
31,3,3516,11,15,4,6,2,4,1,0,0,34,5,0
7,3,15327,11,15,4,11,3,4,1,0,0,34,5,0
4,3,10101,1,13,3,5,3,4,1,0,32,34,5,0
15,3,11579,15,1,2,10,0,4,1,0,0,40,5,0
33,1,5494,11,15,0,7,4,4,0,0,0,43,5,0
33,3,13613,5,10,2,11,0,3,1,0,0,43,5,0
34,3,15555,5,10,3,2,1,2,1,0,0,45,5,0
11,3,3292,6,11,4,6,1,4,1,0,0,45,5,0
13,3,9765,11,15,4,6,1,4,1,0,0,45,5,0
7,3,6955,15,1,4,0,3,4,0,65,0,47,5,0
36,3,10830,2,14,3,5,1,3,1,0,0,51,5,0
25,8,8347,11,15,2,14,0,4,1,0,0,56,5,0
24,4,14765,6,11,2,11,5,4,0,0,0,66,5,0
6,3,9352,11,15,4,5,1,4,1,0,0,67,5,0
29,3,3102,13,0,2,6,2,2,1,0,0,70,5,0
9,4,19948,2,14,2,11,0,3,1,0,0,92,5,0
25,8,5331,1,13,2,14,0,4,1,0,0,14,6,0
8,3,5267,15,1,4,7,2,3,0,0,0,17,6,0
29,3,5476,0,12,4,7,1,4,0,0,0,17,6,0
4,3,10687,15,1,4,12,3,4,0,0,0,17,6,0
29,3,7838,11,15,0,8,4,4,0,0,0,20,6,0
7,3,2619,15,1,3,11,4,3,0,0,0,23,6,0
11,3,2432,8,2,2,5,5,4,0,0,0,23,6,0
50,3,5840,3,8,6,6,1,4,0,31,0,27,6,0
31,3,10908,11,15,0,6,2,3,0,0,0,31,6,0
7,3,4796,11,15,2,6,1,4,0,0,0,34,6,0
16,3,2920,9,4,2,6,0,3,1,0,0,34,6,0
15,3,11072,9,4,2,9,0,3,1,0,0,34,6,0
12,1,9407,15,1,4,0,1,3,1,0,0,34,6,0
11,3,4553,2,14,2,6,2,3,1,0,0,34,6,0
12,3,4183,11,15,4,6,2,3,1,0,0,34,6,0
33,3,8224,5,10,2,2,0,4,1,0,0,34,6,0
12,3,12636,11,15,2,2,0,4,1,0,0,34,6,0
25,3,15288,12,5,2,11,0,4,1,0,0,34,6,0
18,3,9660,11,15,2,11,0,4,1,0,0,34,6,0
27,3,12425,11,15,2,13,0,4,1,0,0,34,6,0
12,3,4633,11,15,4,6,1,4,1,65,0,34,6,0
13,3,4501,15,1,4,2,2,4,1,0,0,50,6,0
15,3,4501,15,1,4,6,2,4,1,0,0,50,6,0
6,3,10033,9,4,4,7,1,4,1,0,0,62,6,0
0,3,9526,0,12,4,5,2,4,1,0,0,1,7,0
35,3,15212,4,9,2,11,5,4,0,0,0,6,7,0
42,5,3446,4,9,2,7,0,4,1,49,0,6,7,0
11,3,4157,9,4,4,0,3,4,0,0,0,7,7,0
22,8,16988,13,0,6,14,1,4,0,0,0,12,7,0
16,3,16579,4,9,3,13,4,3,1,0,0,12,7,0
12,3,20858,3,8,4,7,1,4,1,0,0,12,7,0
0,3,13225,0,12,4,7,1,4,1,0,0,12,7,0
24,3,17748,15,1,0,0,1,2,0,0,0,16,7,0
14,3,20108,3,8,4,7,2,4,0,0,0,17,7,0
8,8,9831,4,9,4,14,4,4,0,0,0,17,7,0
28,3,20597,3,8,2,7,5,4,0,0,0,17,7,0
8,3,9773,15,1,2,11,0,4,1,0,0,17,7,0
8,3,20146,3,8,4,7,2,4,1,0,0,17,7,0
29,3,5830,1,13,6,7,1,4,0,0,0,19,7,0
9,1,16111,9,4,2,9,0,4,1,0,0,20,7,0
9,3,19163,15,1,4,9,3,4,1,0,0,22,7,0
6,3,12769,5,10,2,5,2,3,0,0,0,23,7,0
20,3,11771,6,11,4,8,1,4,0,0,0,23,7,0
8,3,7132,15,1,5,8,2,4,0,0,0,23,7,0
46,5,20512,3,8,6,7,4,4,0,0,0,23,7,0
3,3,18733,3,8,4,4,1,4,1,0,0,23,7,0
4,3,12159,6,11,4,2,3,4,1,0,0,23,7,0
7,3,10146,5,10,4,8,3,4,0,0,0,25,7,0
3,3,19877,15,1,4,7,3,4,1,0,0,26,7,0
7,3,3130,11,15,4,11,3,4,1,0,0,28,7,0
2,8,16665,6,11,4,14,2,4,1,0,25,28,7,0
12,3,2367,11,15,3,6,1,4,0,0,0,31,7,0
9,3,7698,6,11,4,7,3,4,0,0,0,31,7,0
16,3,12232,15,1,5,7,4,4,0,0,0,31,7,0
16,3,7081,11,15,2,7,5,4,0,0,0,31,7,0
19,3,12479,3,8,4,7,2,3,0,0,0,34,7,0
16,1,13422,4,9,4,7,4,3,0,0,0,34,7,0
2,3,19119,11,15,0,2,1,4,0,0,0,34,7,0
27,3,17113,3,8,4,6,1,4,0,0,0,34,7,0
22,3,10213,11,15,5,7,1,4,0,0,0,34,7,0
12,3,12740,4,9,4,7,2,4,0,0,0,34,7,0
5,3,10146,4,9,4,8,2,4,0,0,0,34,7,0
12,3,16138,4,9,4,7,3,4,0,0,0,34,7,0
2,3,9464,11,15,4,7,3,4,0,0,0,34,7,0
30,3,7234,4,9,4,8,3,4,0,0,0,34,7,0
13,3,11566,15,1,4,11,3,4,0,0,0,34,7,0
31,3,9750,13,0,5,7,4,4,0,0,0,34,7,0
25,5,2707,15,1,2,2,0,4,1,0,0,34,7,0
44,3,11239,4,9,2,2,0,4,1,0,0,34,7,0
23,3,11451,5,10,2,2,0,4,1,0,0,34,7,0
36,3,12542,11,15,2,2,0,4,1,0,0,34,7,0
25,1,354,11,15,2,4,0,4,1,0,0,34,7,0
35,3,17179,13,0,2,6,0,4,1,0,0,34,7,0
8,3,9538,2,14,2,6,0,4,1,0,0,34,7,0
21,3,21603,7,3,2,7,0,4,1,0,0,34,7,0
30,3,19931,9,4,2,7,0,4,1,0,0,34,7,0
25,3,7017,4,9,2,7,0,4,1,0,0,34,7,0
5,3,18987,4,9,2,7,0,4,1,0,0,34,7,0
17,1,11382,11,15,2,9,0,4,1,0,0,34,7,0
11,3,9613,15,1,2,13,0,4,1,0,0,34,7,0
6,8,14875,7,3,2,14,0,4,1,0,0,34,7,0
11,3,2432,6,11,4,2,1,4,1,0,0,34,7,0
35,3,18103,13,0,2,7,1,4,1,0,0,34,7,0
17,3,16489,9,4,4,7,1,4,1,0,0,34,7,0
7,3,20978,6,11,4,7,1,4,1,0,0,34,7,0
6,3,18930,11,15,4,7,1,4,1,0,0,34,7,0
25,3,9861,4,9,5,0,2,4,1,0,0,34,7,0
6,3,8897,15,1,2,2,2,4,1,0,0,34,7,0
15,3,11006,4,9,3,2,2,4,1,0,0,34,7,0
3,3,11827,11,15,4,2,2,4,1,0,0,34,7,0
20,3,12376,11,15,0,5,2,4,1,0,0,34,7,0
8,3,15256,6,11,5,5,2,4,1,0,0,34,7,0
20,3,10749,1,13,3,7,2,4,1,0,0,34,7,0
3,8,4886,11,15,4,14,2,4,1,0,0,34,7,0
16,3,13327,11,15,4,2,3,4,1,0,0,34,7,0
7,3,19877,11,15,4,2,3,4,1,0,0,34,7,0
17,3,20015,4,9,4,5,3,4,1,0,0,34,7,0
41,3,10361,6,11,4,5,3,4,1,0,0,34,7,0
6,3,17886,4,9,4,7,3,4,1,0,0,34,7,0
2,3,2176,2,14,4,7,3,4,1,0,0,34,7,0
8,3,18841,11,15,4,7,3,4,1,0,0,34,7,0
7,3,11827,4,9,4,2,4,4,1,0,0,34,7,0
30,3,12006,6,11,3,5,4,4,1,0,0,34,7,0
8,3,18589,5,10,4,6,4,4,1,0,0,34,7,0
7,3,14014,11,15,4,7,4,4,1,0,0,34,7,0
3,8,4886,1,13,4,14,4,4,1,0,0,34,7,0
