1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
1,1,2,1,34,121,25,3,0,0,21,0,0,1,4,0,0,0,0,2,0,0,27,0,1
1,1,1,3,5,116,11,7,0,0,47,46,0,1,4,0,0,0,0,0,0,0,401,0,16
1,1,1,3,5,116,11,7,0,0,47,46,0,1,4,0,0,0,0,0,0,0,401,0,17
1,0,0,0,5,114,21,53,1,0,25,114,0,1,3,0,0,16,0,1,0,0,231,0,0
1,0,0,0,35,141,0,5,1,0,25,115,0,1,2,0,0,0,0,1,0,0,65,0,1
1,1,2,1,0,161,0,3,0,0,21,80,0,1,4,0,0,0,0,1,0,0,208,0,1
1,1,2,1,0,161,0,3,0,0,21,80,0,1,4,0,0,0,0,1,0,0,208,0,1
1,0,0,0,35,141,25,10,1,0,13,166,0,1,2,0,0,0,0,1,0,0,151,0,5
1,0,0,0,24,138,0,7,1,0,9,113,0,1,2,0,0,0,0,2,0,0,38,0,18
1,1,4,2,32,1,0,2,1,0,58,25,0,0,2,0,0,0,0,2,0,0,22,0,0
1,0,0,0,32,28,25,32,1,0,25,131,0,1,2,0,0,0,0,2,0,0,308,0,14
1,0,0,0,32,88,7,25,1,0,25,195,0,1,2,0,0,13,0,1,0,0,284,0,12
1,1,1,3,5,87,22,8,0,0,61,41,0,1,4,0,0,0,0,1,0,0,51,0,1
1,0,5,0,34,1,25,6,1,0,14,181,0,1,2,0,0,0,0,2,0,0,23,0,1
1,1,2,1,32,121,0,3,0,0,19,2,0,1,4,0,0,0,0,1,0,0,31,0,7
1,0,5,0,19,11,0,13,1,0,7,144,0,1,2,0,0,0,0,0,0,0,314,0,1
1,0,0,0,32,141,11,4,1,0,25,171,0,1,2,0,0,0,0,2,0,0,285,0,1
1,1,4,2,4,30,0,3,1,0,14,26,0,1,2,0,0,0,0,2,0,0,77,0,1
1,1,1,3,22,141,4,7,0,0,21,46,0,1,4,0,0,0,0,2,0,0,329,0,12
1,1,2,1,27,159,25,3,0,0,19,80,0,1,1,0,0,0,0,0,0,0,363,0,18
1,1,2,1,27,159,25,3,0,0,19,80,0,1,1,0,0,0,0,0,0,0,363,0,18
1,1,2,1,27,159,25,3,0,0,19,80,0,1,1,0,0,0,0,0,0,0,363,0,18
1,1,1,3,32,141,0,1,0,0,23,42,0,1,2,0,0,0,0,1,0,0,236,0,1
1,1,1,3,32,13,25,69,0,0,22,43,0,1,2,0,0,0,0,2,0,0,8,0,1
1,1,4,2,12,141,8,7,1,0,14,27,0,1,2,0,0,0,0,2,0,0,375,0,16
1,1,4,2,34,4,25,7,1,0,57,55,0,1,2,0,0,0,0,1,0,0,329,0,1
1,1,1,3,29,141,4,4,0,0,23,42,0,1,4,0,0,0,0,1,0,0,91,0,1
1,1,1,3,29,141,4,4,0,0,23,42,0,1,4,0,0,0,0,1,0,0,91,0,1
1,1,4,2,32,87,25,3,1,0,42,35,0,1,2,0,0,0,0,1,0,0,201,0,14
1,2,3,4,0,141,0,18,1,0,36,0,0,1,4,0,1,0,0,1,0,0,230,0,0
1,1,1,3,32,1,0,1,0,0,53,41,0,1,2,0,0,0,0,0,0,0,236,0,18
1,1,2,1,31,87,3,7,0,0,21,99,0,1,1,0,0,0,0,2,0,0,255,0,0
1,1,2,1,31,87,3,7,0,0,21,99,0,1,1,0,0,0,0,2,0,0,255,0,0
1,1,2,1,31,87,3,7,0,0,21,99,0,1,1,0,0,0,0,2,0,0,255,0,0
1,0,0,0,12,17,17,7,1,0,5,72,0,1,3,0,0,0,0,2,0,0,397,0,14
1,0,0,0,0,162,0,2,1,0,25,110,0,1,2,0,0,0,0,1,0,0,58,0,19
1,0,5,0,5,93,21,6,1,0,25,113,0,1,3,0,0,0,0,1,0,0,23,0,10
1,1,4,2,32,141,0,7,1,0,42,35,0,1,2,0,0,0,0,2,0,0,243,0,1
1,1,4,2,32,98,0,5,1,0,58,25,0,0,2,0,0,0,0,2,0,0,170,0,1
1,1,4,2,32,141,0,22,1,0,61,26,0,1,2,0,0,0,0,2,0,0,378,0,1
1,1,4,2,32,141,25,10,1,0,61,26,0,1,2,0,0,0,0,1,0,0,184,0,1
1,1,4,2,34,141,25,6,1,0,58,25,0,1,2,0,0,0,0,2,0,0,23,0,8
1,1,2,1,38,141,0,13,0,0,29,94,0,1,1,0,0,0,0,2,0,0,98,0,1
1,1,2,1,19,27,27,16,0,0,47,101,0,0,1,0,0,8,0,2,0,0,41,0,1
1,1,2,1,38,141,0,13,0,0,29,94,0,1,1,0,0,0,0,2,0,0,98,0,1
1,1,2,1,19,27,27,16,0,0,47,101,0,0,1,0,0,8,0,2,0,0,41,0,1
1,1,2,1,19,27,27,16,0,0,47,101,0,0,1,0,0,8,0,2,0,0,41,0,1
1,2,3,4,0,147,25,2,1,0,36,0,0,1,4,0,1,0,0,2,0,0,22,0,0
1,1,2,1,38,141,0,13,0,0,29,94,0,1,1,0,0,0,0,2,0,0,98,0,1
1,0,0,0,32,141,0,5,1,0,9,189,0,1,2,0,0,0,0,2,0,0,94,0,1
1,2,3,4,31,151,0,20,1,0,36,0,0,1,1,0,1,5,0,2,0,0,28,0,0
1,1,4,2,32,141,7,2,1,0,58,25,0,1,2,0,0,0,0,2,0,0,368,0,12
1,1,4,2,32,141,25,7,1,0,58,34,0,1,2,0,0,0,0,1,0,0,417,0,16
1,0,0,0,32,122,25,1,1,0,25,127,0,1,2,0,0,0,0,0,0,0,236,0,1
1,1,4,2,5,1,11,6,1,0,55,25,0,1,2,0,0,0,0,2,0,0,23,0,1
1,1,4,2,34,141,0,2,1,0,58,25,0,1,2,0,0,0,0,1,0,0,22,0,12
1,1,4,2,0,81,0,66,1,0,43,74,0,1,2,0,0,15,0,2,0,0,166,0,16
1,0,0,0,13,141,11,7,1,0,5,169,0,1,2,0,0,0,0,1,0,0,404,0,1
1,0,0,0,12,141,17,3,1,0,25,67,0,1,2,0,0,1,0,0,0,0,422,0,1
1,1,4,2,19,141,0,1,1,0,58,25,0,0,2,0,0,0,0,0,0,0,300,0,1
1,0,0,0,12,88,8,9,1,0,5,183,0,1,3,0,0,1,0,2,0,0,92,0,14
1,0,5,0,34,124,25,3,1,0,25,51,0,1,2,0,0,0,0,2,0,0,307,0,20
1,1,1,3,31,103,0,2,0,0,24,45,0,1,4,0,0,0,0,0,0,0,22,0,1
1,0,5,0,0,121,27,3,1,0,25,135,0,1,2,0,0,5,0,1,0,0,409,0,14
1,1,2,1,32,141,0,5,0,0,50,19,0,1,4,0,0,0,0,1,0,0,195,0,1
1,1,4,2,5,141,11,3,1,0,14,29,0,1,2,0,0,0,0,2,0,0,118,0,1
1,1,4,2,1,15,20,3,1,0,14,29,0,1,2,0,0,0,0,1,0,0,59,0,19
1,0,0,0,12,93,17,6,1,0,25,143,0,1,3,0,0,0,0,2,0,0,23,0,1
1,0,0,0,31,151,0,20,1,0,25,64,0,1,2,0,0,8,0,2,0,0,364,0,1
1,1,4,2,3,137,7,22,1,0,42,48,0,1,2,0,0,0,0,1,0,0,265,0,0
1,1,1,3,32,141,25,1,0,0,23,42,0,1,4,0,0,0,0,1,0,0,25,0,0
1,1,1,3,32,141,25,1,0,0,23,42,0,1,4,0,0,0,0,1,0,0,25,0,1
1,1,4,2,0,87,0,3,1,0,58,62,0,1,2,0,0,0,0,0,0,0,278,0,13
1,1,4,2,0,74,0,59,1,0,60,28,0,1,2,0,0,0,0,2,0,0,2,0,7
1,0,0,0,19,89,0,10,1,0,32,89,0,1,2,0,0,0,0,1,0,0,62,0,12
1,1,1,3,0,122,23,1,0,0,64,42,0,1,2,0,0,0,0,2,0,0,300,0,12
1,1,4,2,27,141,0,6,1,0,61,26,0,0,2,0,0,0,0,0,0,0,23,0,1
1,1,2,1,27,159,25,3,0,0,19,80,0,1,4,0,0,0,0,2,0,0,360,0,18
1,0,0,0,0,20,27,64,1,0,26,82,0,1,2,0,0,0,0,1,0,0,54,0,1
1,1,4,2,19,162,27,2,1,0,58,28,0,0,2,0,0,0,0,2,0,0,119,0,12
1,1,2,1,32,99,23,3,0,0,21,10,0,1,2,0,0,0,0,2,0,0,424,0,15
1,1,2,1,32,99,23,3,0,0,21,10,0,1,2,0,0,0,0,2,0,0,424,0,15
1,1,2,1,32,99,23,3,0,0,21,10,0,1,2,0,0,0,0,2,0,0,424,0,15
1,0,0,0,32,169,0,4,1,0,27,0,0,1,2,0,0,0,0,2,0,0,14,0,12
1,0,5,0,0,59,27,16,1,0,5,186,0,1,2,0,0,0,0,2,0,0,41,0,15
1,2,3,4,32,141,0,5,1,0,36,0,0,1,2,0,1,0,0,1,0,0,39,0,0
1,0,5,0,32,98,27,5,1,0,25,136,0,1,2,0,0,0,0,1,0,0,138,0,1
1,1,4,2,0,141,0,1,1,0,43,26,0,1,2,0,0,0,0,1,0,0,300,0,1
1,1,1,3,34,56,0,6,0,0,23,42,0,1,2,0,0,0,0,1,0,0,23,0,19
1,1,4,2,19,108,0,28,1,0,58,25,0,0,2,0,0,0,0,1,0,0,50,0,5
1,0,0,0,12,87,17,6,1,0,9,36,0,1,3,0,0,0,0,2,0,0,23,0,20
1,0,0,0,33,89,23,6,1,0,14,209,0,1,2,0,0,5,0,2,0,0,23,0,0
1,2,3,4,32,89,11,1,1,0,36,0,0,1,2,0,1,0,0,1,0,0,25,0,0
1,2,3,4,32,1,7,5,1,0,36,0,0,1,1,0,1,0,0,2,0,0,343,0,0
1,2,3,4,19,141,0,7,1,0,36,0,0,1,1,0,1,0,0,0,3,0,255,0,0
1,1,4,2,32,91,0,6,1,0,42,35,0,1,2,0,0,0,0,2,0,0,23,0,17
1,1,4,2,19,141,0,3,1,0,14,27,0,0,2,0,0,0,0,0,0,0,252,0,0
1,1,2,1,32,141,0,3,0,0,18,93,0,0,4,0,0,0,0,1,0,0,187,0,0
1,1,4,2,32,22,4,18,1,0,60,28,0,0,2,0,0,0,0,1,0,0,16,0,1
1,0,0,0,19,98,0,5,1,0,25,138,0,0,2,0,0,0,0,1,0,0,234,0,1
1,1,2,1,34,109,25,6,0,0,21,0,0,1,4,0,0,0,0,2,0,0,23,0,0
1,0,0,0,32,141,0,4,1,0,11,179,0,1,2,0,0,0,0,2,0,0,227,0,14
1,1,1,3,32,45,0,64,0,0,48,47,0,0,4,0,0,0,0,1,0,0,54,0,12
1,1,4,2,34,87,25,6,1,0,60,28,0,1,2,0,0,0,0,1,0,0,23,0,1
1,1,4,2,19,141,0,3,1,0,58,105,0,1,2,0,0,0,0,2,0,0,132,0,12
0,1,4,2,32,161,25,3,1,0,14,29,0,1,2,0,0,0,0,2,7,0,171,0,20
1,2,3,4,32,141,25,5,1,0,36,0,0,1,1,0,1,0,0,1,0,0,84,0,0
1,1,4,2,32,1,15,1,1,0,60,26,0,1,2,0,0,0,0,2,0,0,25,0,13
1,0,5,0,5,87,22,10,1,0,25,160,0,1,2,0,0,0,0,2,0,0,339,0,12
1,0,0,0,25,87,21,6,1,0,9,66,0,1,3,0,0,0,0,0,0,0,23,0,0
1,0,5,0,32,34,0,17,1,0,11,107,0,0,2,0,0,0,0,1,0,0,349,0,1
1,0,0,0,34,141,25,11,1,0,7,126,0,1,2,0,0,0,0,0,0,0,338,0,1
1,1,1,3,0,162,0,2,0,0,61,63,0,1,2,0,0,0,0,2,0,0,350,0,1
1,2,3,4,32,141,15,13,1,0,36,0,0,1,1,0,1,0,0,1,0,0,251,0,0
1,2,3,4,32,89,11,1,1,0,36,0,0,1,4,0,1,0,0,2,0,0,300,0,0
1,1,4,2,0,1,27,7,1,0,42,35,0,1,2,0,0,0,0,0,0,0,33,0,13
1,1,4,2,5,106,15,36,1,0,42,35,0,1,2,0,0,0,0,2,0,0,32,0,17
1,1,2,1,34,141,25,6,0,0,21,0,0,1,4,0,0,0,0,1,0,0,23,0,0
1,0,0,0,0,141,0,3,1,0,25,192,0,1,2,0,0,0,0,1,0,0,269,0,12
1,1,4,2,27,141,0,6,1,0,42,35,0,0,2,0,0,0,0,0,0,0,23,0,12
1,1,1,3,36,87,4,1,0,0,22,43,0,0,2,0,0,5,0,2,0,0,300,0,7
1,1,4,2,34,33,25,4,1,0,42,35,0,1,2,0,0,0,0,1,0,0,403,0,20
1,1,1,3,2,141,0,4,0,0,23,42,0,1,4,0,0,0,0,1,0,0,377,0,1
1,1,1,3,2,141,0,4,0,0,23,42,0,1,4,0,0,0,0,1,0,0,377,0,1
1,1,4,2,5,141,11,3,1,0,58,25,0,1,2,0,0,0,0,2,0,0,144,0,7
1,1,1,3,5,91,22,6,0,0,18,43,0,1,4,0,0,0,0,1,0,0,23,0,15
1,1,1,3,5,91,22,6,0,0,18,43,0,1,4,0,0,0,0,1,0,0,23,0,16
1,1,4,2,34,37,0,64,1,0,60,28,0,1,2,0,0,0,0,2,0,0,54,0,0
1,1,4,2,5,89,21,10,1,0,55,35,0,1,2,0,0,0,0,2,0,0,210,0,0
1,1,4,2,32,141,4,7,1,0,60,28,0,0,2,0,0,0,0,0,0,0,282,0,12
1,1,2,1,6,49,25,3,0,0,19,21,0,1,4,0,0,0,0,1,0,0,67,0,15
1,2,3,4,34,85,26,6,1,0,31,58,0,1,1,0,1,6,0,2,0,0,23,0,12
1,1,4,2,32,1,25,8,1,0,42,35,0,1,2,0,0,0,0,0,0,0,124,0,1
1,1,4,2,19,141,0,2,1,0,60,28,0,1,2,0,0,0,0,1,0,0,384,0,12
1,1,4,2,32,141,25,1,1,0,14,29,0,1,2,0,0,0,0,2,0,0,300,0,0
1,1,2,1,32,141,23,6,0,0,47,96,0,1,1,0,0,0,0,1,0,0,23,0,1
1,1,4,2,32,89,0,7,1,0,60,28,0,1,2,0,0,0,0,0,0,0,232,0,15
1,1,2,1,32,141,23,6,0,0,47,96,0,1,1,0,0,0,0,1,0,0,23,0,1
1,1,2,1,32,141,23,6,0,0,47,96,0,1,1,0,0,0,0,1,0,0,23,0,1
1,0,0,0,34,88,25,14,1,0,5,167,0,1,2,0,0,1,0,1,0,0,411,0,12
1,0,0,0,32,87,0,3,1,0,25,115,0,1,2,0,0,0,0,1,0,0,83,0,12
1,1,1,3,5,165,11,19,0,0,49,45,0,1,2,0,0,0,0,1,0,0,391,0,15
1,0,0,0,32,141,0,6,1,0,0,163,0,0,2,0,0,0,0,1,0,0,23,0,18
1,1,4,2,5,121,11,3,1,0,58,62,0,1,2,0,0,0,0,1,0,0,67,0,7
1,1,4,2,26,141,25,6,1,0,61,26,0,1,2,0,0,0,0,0,0,0,23,0,2
1,0,0,0,12,87,8,6,1,0,25,71,0,1,3,0,0,0,0,2,0,0,23,0,0
1,1,1,3,34,10,0,6,0,0,38,42,0,1,4,0,0,0,0,0,0,0,23,0,1
1,1,2,1,34,109,0,3,0,0,21,0,0,1,4,0,0,0,0,1,0,0,415,0,0
1,0,0,0,32,161,25,4,1,0,25,150,0,1,2,0,0,0,0,2,0,0,139,0,1
1,0,0,0,34,10,25,6,1,0,25,115,0,1,2,0,0,0,0,0,0,0,23,0,0
1,0,0,0,12,87,17,6,1,0,9,51,0,1,3,0,0,0,0,2,0,0,23,0,0
1,0,0,0,19,122,27,2,1,0,26,82,0,0,2,0,0,0,0,2,0,0,52,0,15
1,2,3,4,5,125,22,41,1,0,36,0,0,1,4,0,1,0,0,2,0,0,166,0,0
1,1,1,3,34,27,25,16,0,0,18,43,0,1,4,0,0,8,0,2,0,0,41,0,12
1,0,0,0,31,15,0,18,1,0,25,133,0,1,2,0,0,0,0,0,0,0,229,0,16
1,1,2,1,23,141,21,3,0,0,12,12,0,1,1,0,0,0,0,2,0,0,235,0,0
1,1,2,1,23,141,21,3,0,0,12,12,0,1,1,0,0,0,0,2,0,0,235,0,0
1,1,2,1,23,141,21,3,0,0,12,12,0,1,1,0,0,0,0,2,0,0,235,0,0
1,0,0,0,34,17,0,5,1,0,25,187,0,1,2,0,0,0,0,2,0,0,209,0,0
1,0,0,0,12,89,9,7,1,0,25,153,0,1,2,0,0,0,0,1,0,0,183,0,1
1,0,0,0,32,141,11,10,1,0,25,134,0,1,2,0,0,0,0,2,0,0,44,0,1
1,2,3,4,32,141,0,2,1,0,36,0,0,1,1,0,1,0,0,2,0,0,322,0,0
1,1,2,1,31,74,23,59,0,0,39,16,0,1,0,0,0,0,0,2,0,0,2,0,1
1,2,3,4,14,148,0,7,1,0,36,0,0,1,4,0,1,0,0,1,0,0,255,0,0
1,1,1,3,32,141,23,1,0,0,46,39,0,1,2,0,0,0,0,1,0,0,25,0,0
1,1,2,1,32,87,0,3,0,0,39,17,0,0,4,0,0,0,0,1,0,0,341,0,1
1,0,0,0,32,47,0,2,1,0,7,184,0,1,2,0,0,0,0,0,0,0,186,0,1
1,1,1,3,31,84,0,47,0,0,63,39,0,1,4,0,0,0,0,2,0,0,80,0,1
1,0,0,0,21,161,27,3,1,0,25,195,0,0,2,0,0,0,0,2,0,0,83,0,1
1,1,4,2,32,141,0,6,1,0,58,25,0,1,2,0,0,0,0,2,0,0,23,0,1
1,1,1,3,31,121,0,3,0,0,21,46,0,1,2,0,0,0,0,1,0,0,27,0,0
1,0,0,0,16,42,5,58,1,0,4,174,0,1,2,0,0,0,0,1,0,0,216,0,1
1,1,4,2,19,119,27,18,1,0,56,31,0,0,2,0,0,0,0,2,0,0,111,0,14
1,1,4,2,32,1,23,5,1,0,42,35,0,1,2,0,0,0,0,1,0,0,200,0,1
1,1,1,3,18,141,18,1,0,0,21,0,0,1,4,0,0,0,0,0,0,0,25,0,0
1,1,1,3,18,141,18,1,0,0,21,0,0,1,4,0,0,0,0,0,0,0,25,0,1
1,1,4,2,27,15,0,18,1,0,14,29,0,0,2,0,0,0,0,1,0,0,229,0,5
1,1,1,3,6,141,0,6,0,0,38,42,0,0,2,0,0,0,0,0,0,0,23,0,12
1,1,1,3,12,45,8,4,0,0,14,41,0,1,2,0,0,0,0,2,0,0,320,0,1
1,0,0,0,30,97,0,59,1,0,25,148,0,1,2,0,0,0,0,2,0,0,2,0,12
0,0,0,0,5,141,22,3,1,0,9,53,0,1,2,0,0,0,0,1,5,0,263,0,1
1,1,4,2,0,0,17,72,1,0,58,25,0,1,2,0,0,0,0,1,0,0,26,0,1
1,0,0,0,12,24,17,24,1,0,2,180,0,1,3,0,0,1,0,1,0,0,385,0,0
0,1,4,2,32,141,5,4,1,0,42,62,0,1,2,0,0,0,0,2,1,0,148,0,13
1,1,2,1,31,74,23,59,0,0,39,16,0,1,1,0,0,0,0,0,0,0,2,0,1
1,1,2,1,31,74,23,59,0,0,39,16,0,1,1,0,0,0,0,0,0,0,2,0,1
1,1,2,1,31,74,23,59,0,0,39,16,0,1,1,0,0,0,0,0,0,0,2,0,1
1,0,0,0,14,127,0,2,1,0,5,111,0,1,2,0,0,0,0,0,0,0,22,0,12
1,1,4,2,0,141,0,1,1,0,58,37,0,1,2,0,0,0,0,1,0,0,300,0,12
1,1,4,2,35,1,25,2,1,0,57,55,0,1,2,0,0,0,0,2,0,0,22,0,16
1,1,1,3,32,98,23,5,0,0,23,42,0,1,4,0,0,0,0,0,0,0,234,0,12
1,1,4,2,11,94,4,67,1,0,14,27,0,1,2,0,0,5,0,2,0,0,5,0,13
1,1,2,1,31,18,0,6,0,0,54,95,0,1,1,0,0,0,0,1,0,0,23,0,12
1,1,2,1,31,18,0,6,0,0,54,95,0,1,1,0,0,0,0,1,0,0,23,0,12
1,1,2,1,31,18,0,6,0,0,54,95,0,1,1,0,0,0,0,1,0,0,23,0,12
1,1,4,2,31,141,0,6,1,0,42,35,0,1,2,0,0,0,0,2,0,0,23,0,19
1,1,4,2,35,141,0,7,1,0,60,28,0,1,2,0,0,0,0,1,0,0,189,0,13
1,1,1,3,32,87,0,1,0,0,18,43,0,1,4,0,0,0,0,0,0,0,300,0,17
1,1,1,3,32,87,0,1,0,0,18,43,0,1,4,0,0,0,0,0,0,0,300,0,18
1,1,2,1,31,157,0,6,0,0,55,100,0,1,0,0,0,0,0,2,0,0,23,0,0
1,1,4,2,32,161,25,3,1,0,60,28,0,1,2,0,0,0,0,2,0,0,171,0,2
1,1,4,2,34,89,0,7,1,0,61,26,0,1,2,0,0,0,0,1,0,0,71,0,16
1,0,5,0,19,141,0,11,1,0,25,199,0,0,2,0,0,0,0,2,0,0,64,0,1
1,1,4,2,0,141,0,2,1,0,58,25,0,1,2,0,0,0,0,1,0,0,74,0,12
1,1,4,2,32,141,25,7,1,0,42,35,0,1,2,0,0,0,0,1,0,0,417,0,16
1,0,0,0,5,141,22,4,1,0,45,0,0,1,1,0,0,0,0,1,0,0,140,0,14
1,0,0,0,0,141,17,10,1,0,25,204,0,1,3,0,0,0,0,2,0,0,315,0,9
1,1,1,3,3,141,18,1,0,0,19,42,0,1,2,0,0,0,0,2,0,0,25,0,17
1,1,4,2,0,141,0,1,1,0,14,26,0,1,2,0,0,0,0,1,0,0,25,0,14
1,2,3,4,18,141,6,3,1,0,36,0,0,1,2,0,1,0,0,2,0,0,211,0,0
1,1,4,2,13,89,0,7,1,0,42,62,0,1,2,0,0,0,0,2,0,0,107,0,15
1,1,2,1,31,87,3,7,0,0,21,99,0,1,4,0,0,0,0,0,0,0,255,0,0
1,1,2,1,38,167,0,4,0,0,40,102,0,1,1,0,0,0,0,2,0,0,262,0,18
1,1,1,3,19,141,0,1,0,0,23,42,0,0,2,0,0,0,0,2,0,0,25,0,1
1,1,2,1,38,167,0,4,0,0,40,102,0,1,1,0,0,0,0,2,0,0,262,0,18
1,1,2,1,38,167,0,4,0,0,40,102,0,1,1,0,0,0,0,2,0,0,262,0,18
1,1,4,2,0,102,27,30,1,0,58,25,0,1,2,0,0,13,0,1,0,0,46,0,12
1,1,1,3,36,87,4,1,0,0,22,43,0,1,4,0,0,5,0,2,0,0,25,0,7
1,1,4,2,31,55,0,6,1,0,42,35,0,1,2,0,0,0,0,2,0,0,23,0,1
1,1,1,3,32,1,0,1,0,0,38,42,0,1,4,0,0,0,0,2,0,0,300,0,13
1,1,2,1,32,87,25,2,0,0,50,108,0,1,1,0,0,0,0,1,0,0,302,0,15
1,1,2,1,32,87,25,2,0,0,50,108,0,1,1,0,0,0,0,1,0,0,302,0,15
1,1,2,1,32,87,25,2,0,0,50,108,0,1,1,0,0,0,0,1,0,0,302,0,15
1,1,1,3,32,162,23,2,0,0,21,40,0,1,4,0,0,0,0,1,0,0,37,0,1
1,2,3,4,34,28,25,21,1,0,36,0,0,1,1,0,1,1,0,1,0,0,40,0,0
1,1,4,2,21,141,0,2,1,0,61,26,0,0,2,0,0,0,0,1,0,0,309,0,9
1,1,4,2,11,141,0,6,1,0,57,55,0,1,2,0,0,0,0,2,0,0,23,0,2
1,0,0,0,32,1,0,1,1,0,25,154,0,1,2,0,0,0,0,2,0,0,25,0,1
1,1,4,2,4,14,25,6,1,0,58,105,0,1,2,0,0,0,0,2,0,0,23,0,0
1,1,4,2,0,141,23,2,1,0,60,28,0,1,2,0,0,0,0,1,0,0,70,0,1
1,1,4,2,32,122,11,1,1,0,60,30,0,1,2,0,0,0,0,1,0,0,300,0,1
1,1,2,1,32,141,0,3,0,0,21,0,0,1,4,0,0,0,0,0,0,0,252,0,1
1,1,1,3,5,48,11,19,0,0,23,42,0,1,4,0,0,0,0,2,0,0,247,0,1
1,1,4,2,32,141,0,10,1,0,42,35,0,1,2,0,0,0,0,2,0,0,319,0,1
1,1,4,2,31,161,0,3,1,0,14,29,0,1,2,0,0,0,0,2,0,0,366,0,10
1,1,4,2,14,141,0,2,1,0,55,25,0,0,2,0,0,0,0,2,0,0,344,0,12
1,0,5,0,0,87,25,17,1,0,9,53,0,1,2,0,0,0,0,2,0,0,337,0,1
1,1,4,2,1,17,17,17,1,0,58,62,0,1,2,0,0,0,0,1,0,0,331,0,17
1,0,0,0,19,141,0,15,1,0,9,196,0,0,2,0,0,0,0,1,0,0,358,0,1
1,2,3,4,32,88,27,32,1,0,36,0,0,1,1,0,1,0,0,0,0,0,373,0,0
1,0,5,0,0,162,0,2,1,0,9,128,0,1,2,0,0,0,0,2,0,0,87,0,1
1,0,0,0,31,141,23,7,1,0,25,52,0,1,2,0,0,0,0,2,0,0,404,0,0
1,2,3,4,32,143,25,6,1,0,36,0,0,1,4,0,1,0,0,1,0,0,23,0,0
1,0,0,0,19,141,0,12,1,0,7,161,0,1,2,0,0,0,0,2,0,0,47,0,1
1,1,1,3,32,141,11,1,0,0,63,39,0,1,2,0,0,0,0,1,0,0,25,0,1
1,1,4,2,11,94,4,67,1,0,14,27,0,0,2,0,0,5,0,2,0,0,5,0,13
1,1,2,1,6,118,25,3,0,0,47,1,0,0,4,0,0,0,0,2,0,0,276,0,7
1,2,3,4,0,89,0,7,1,0,36,0,0,1,2,0,1,0,0,2,0,0,42,0,0
1,1,4,2,34,141,0,3,1,0,42,62,0,1,2,0,0,0,0,2,0,0,43,0,0
1,0,0,0,19,89,27,11,1,0,25,180,0,0,2,0,0,0,0,1,0,0,86,0,1
1,1,4,2,32,89,27,7,1,0,58,25,0,1,2,0,0,0,0,1,0,0,33,0,13
1,1,4,2,32,51,27,10,1,0,58,35,0,0,2,0,0,0,0,1,0,0,214,0,17
1,1,2,1,27,141,0,6,0,0,39,14,0,0,0,0,0,0,0,1,0,0,23,0,2
1,1,2,1,27,141,0,6,0,0,39,14,0,0,1,0,0,0,0,1,0,0,23,0,2
1,1,2,1,27,141,0,6,0,0,39,14,0,0,1,0,0,0,0,1,0,0,23,0,2
