1,2,3,4,5,6,7,8,9
1,1,2789500,2,2,8,28,27725,135152
1,1,2798000,5,5,18,7,27725,219705
1,1,2811600,5,5,18,7,27743,39566
1,1,2865800,2,2,8,28,28142,222000
1,1,2891800,5,5,18,7,28575,189982
1,1,2911200,5,5,18,7,28782,70241
1,1,2917600,5,5,18,7,28782,312531
1,1,2961450,2,2,8,28,29189,203808
1,1,2992600,2,2,8,28,29415,218552
1,1,3039000,2,2,8,28,29734,61160
1,1,9008589,2,2,8,28,29830,377005
1,1,3058900,5,5,18,7,29917,144881
1,1,3090200,5,5,18,7,29952,185389
1,1,3093200,2,2,8,28,29952,234600
1,1,3098500,2,2,8,28,29952,280764
1,1,3120800,2,2,8,28,30091,109723
1,1,3158800,2,2,8,28,30197,401980
1,1,3185600,2,2,8,28,30443,129174
1,1,3186200,5,5,18,7,30478,128156
1,1,3186400,5,5,18,7,30478,415828
1,1,3206800,5,5,18,7,30599,124008
1,1,3219600,5,5,18,7,30607,397075
1,1,3297000,5,5,18,7,31259,155292
1,1,3347700,2,2,8,28,31436,209692
1,1,3383200,2,2,8,28,31549,91999
1,1,3387600,2,2,8,28,31549,296405
1,1,3404800,2,2,8,28,31681,366780
1,1,3419200,5,5,18,7,31966,225890
1,1,9063222,2,2,8,28,32029,306097
1,1,3468800,2,2,8,28,32191,276462
1,1,3469200,2,2,8,28,32191,285135
1,1,3508600,2,2,8,28,32244,203455
1,1,3610200,5,5,18,7,32313,370609
1,1,3642600,5,5,18,7,32550,86871
1,1,3643400,2,2,8,28,32550,297378
1,1,3645000,2,2,8,28,32697,164410
1,1,3646000,5,5,18,7,32850,297135
1,1,3777400,2,2,8,28,34151,105868
1,1,3778400,2,2,8,28,34151,212128
1,1,3779800,5,5,18,7,34151,417992
1,1,3801800,2,2,8,28,34590,33041
1,1,3802000,2,2,8,28,34590,173190
1,1,3813925,2,2,8,28,35561,323264
1,1,9064013,2,2,8,28,36696,92557
1,1,3861000,2,2,8,28,37182,68909
1,1,3866800,5,5,18,7,37200,62563
1,1,3917000,2,2,8,28,37712,135320
1,1,4018600,2,2,8,28,38893,352056
1,1,4025000,4,4,14,6,38943,335825
1,1,4027800,2,2,8,28,39036,124276
1,1,4055400,2,2,8,28,39278,296887
1,1,4061800,2,2,8,28,39278,436310
1,1,4101800,5,5,18,7,39646,1875
1,1,4102000,4,4,14,6,39646,70243
1,1,4118300,2,2,8,28,39651,267480
1,1,4138800,5,5,18,7,39986,258901
1,1,4170800,2,2,8,28,40412,146799
1,1,4215400,2,2,8,28,41095,393624
1,1,4217200,2,2,8,28,41095,446564
1,1,4246000,2,2,8,28,41628,60758
1,1,4269200,5,5,18,7,41628,440482
1,1,4333000,2,2,8,28,42175,356307
1,1,4408600,2,2,8,28,42625,56944
1,1,4451000,2,2,8,28,43068,334372
1,1,1095000,2,2,8,28,43095,352297
1,1,4490400,2,2,8,28,43436,39150
1,1,4587200,2,2,8,28,44562,283342
1,1,4676000,2,2,8,28,45430,237475
1,1,4678000,2,2,8,28,45430,438217
1,1,4716800,5,5,18,7,45493,164254
1,1,4720800,2,2,8,28,45493,189590
1,1,4721000,2,2,8,28,45493,203333
1,1,4724400,2,2,8,28,45493,238004
1,1,4736400,5,5,18,7,45493,318976
1,1,4742900,5,5,18,7,45493,376653
1,1,4771000,2,2,8,28,45710,33185
1,1,4799600,4,4,14,6,45750,165773
1,1,4804400,5,5,18,7,45750,372014
1,1,4814000,5,5,18,7,45780,168244
1,1,4821200,5,5,21,13,45780,380394
1,1,4866600,2,2,8,28,46326,186199
1,1,4879200,4,4,14,6,46339,274938
1,1,4909400,2,2,8,28,46960,20225
1,1,4979400,2,2,8,28,47732,190758
1,1,9069802,2,2,8,28,48563,118737
1,1,5056600,2,2,8,28,49151,77719
1,1,5057800,2,2,8,28,49151,168385
1,1,5059000,2,2,8,28,49151,333992
1,1,5097400,2,2,8,28,49714,339593
1,1,5119800,2,2,8,28,49750,207839
1,1,5124000,2,2,8,28,49814,9772
1,1,5191400,2,2,8,28,50150,185953
1,1,5229600,2,2,8,28,50504,227894
1,1,5231000,2,2,8,28,50504,360501
1,1,5276600,5,5,18,7,50931,130337
1,1,5290400,5,5,18,7,51070,42315
1,1,5291200,2,2,8,28,51070,56844
1,1,5296000,2,2,8,28,51070,143803
1,1,9068013,2,2,8,28,52453,113660
1,1,5433000,5,5,18,7,52520,97543
1,1,5453200,2,2,8,28,52779,436892
1,1,5456600,2,2,8,28,52805,359780
1,1,5499600,2,2,8,28,53357,210842
1,1,5499800,2,2,8,28,53357,235037
1,1,5505800,2,2,8,28,53418,41199
1,1,5520100,2,2,8,28,53729,22830
1,1,5528400,5,5,18,7,53818,35890
1,1,5543400,2,2,8,28,53818,334759
1,1,5556400,5,5,18,7,53986,438272
1,1,5652000,4,4,14,6,54891,130793
1,1,5670200,5,5,18,7,54921,440532
1,1,5705600,2,2,8,28,55209,329882
1,1,5710400,2,2,8,28,55223,109111
1,1,5711000,5,5,18,7,55223,141334
1,1,5723200,5,5,18,7,55223,369895
1,1,6867000,2,2,8,28,55474,119133
1,1,5761800,5,5,18,7,55474,444112
1,1,9016754,2,2,8,28,55669,84301
1,1,5808600,2,2,8,28,56213,269113
1,1,5821600,5,5,18,7,56366,1661
1,1,5833575,5,5,18,7,56483,169339
1,1,1112175,2,2,8,28,58730,30014
1,1,1880350,2,2,8,28,58730,196824
1,1,5914600,2,2,8,28,58730,242330
1,1,5921800,5,5,18,7,58730,406341
1,1,5943100,2,2,8,28,59144,228074
1,1,5946000,2,2,8,28,59144,418823
1,1,5957600,2,2,8,28,59483,361878
1,1,5992600,2,2,8,28,59702,357606
1,1,5997000,2,2,8,28,59702,448359
1,1,6019400,2,2,8,28,59871,118565
1,1,6027600,2,2,8,28,59906,178967
1,1,6080000,2,2,8,28,60282,117680
1,1,6110000,2,2,8,28,60735,166828
1,1,6147400,2,2,8,28,61277,141505
1,1,6172200,2,2,8,28,61403,60021
1,1,6200400,2,2,8,28,61403,165814
1,1,6336000,2,2,8,28,62549,413498
1,1,6341600,2,2,8,28,62583,112668
1,1,6351800,2,2,8,28,62630,85067
1,1,6352400,2,2,8,28,62630,122362
1,1,6376600,5,5,18,7,62751,168028
1,1,6395200,2,2,8,28,62938,122451
1,1,6403600,2,2,8,28,63146,9630
1,1,6417200,2,2,8,28,63231,37982
1,1,6420600,2,2,8,28,63231,147779
1,1,6454800,2,2,8,28,63571,159202
1,1,6469278,2,2,8,28,63655,75881
1,1,6546000,2,2,8,28,64536,171099
1,1,6546200,2,2,8,28,64536,438703
1,1,6598000,5,5,18,7,65131,20630
1,1,6603400,5,5,18,7,65131,213852
1,1,6612600,2,2,8,28,65173,43871
1,1,6654000,2,2,8,28,65469,371092
1,1,6668400,2,2,8,28,65689,39497
1,1,6671800,2,2,8,28,65689,105414
1,1,6681600,5,5,18,7,65689,214716
1,1,6686200,5,5,18,7,65689,286722
1,1,6699500,4,4,13,4,65713,159221
1,1,6776600,2,2,8,28,65834,27535
1,1,6789600,5,5,22,18,65936,75456
1,1,6793000,2,2,8,28,65963,33297
1,1,6793200,2,2,8,28,65963,154986
1,1,6828800,2,2,8,28,66933,57227
1,1,6835700,2,2,8,28,66933,318271
1,1,6942800,4,4,13,4,69021,432232
1,1,6946200,5,5,18,7,69179,157142
1,1,6979600,2,2,8,28,69707,361057
1,1,6983800,5,5,18,7,69713,179748
1,1,6985400,2,2,8,28,69713,254595
1,1,6986000,5,5,18,7,69713,262704
1,1,7013300,5,5,18,7,69841,179431
1,1,7015150,2,2,8,28,69841,190476
1,1,7027000,2,2,8,28,69841,366460
1,1,9031774,2,2,8,28,69923,244753
1,1,7113600,2,2,8,28,70205,40384
1,1,7163000,5,5,18,7,70343,99134
1,1,7171600,2,2,8,28,70343,267800
1,1,7196400,2,2,8,28,70623,90465
1,1,7200600,2,2,8,28,70623,266502
1,1,7206800,2,2,8,28,70780,133086
1,1,7207600,2,2,8,28,70780,181154
1,1,9038945,2,2,8,28,70789,44227
1,1,7237400,2,2,8,28,70997,39995
1,1,7275200,2,2,8,28,71043,318314
1,1,7350300,4,4,13,4,71430,22958
1,1,7357200,2,2,8,28,71430,95015
1,1,7364400,2,2,8,28,71430,151125
1,1,7492000,2,2,8,28,72010,372894
1,1,7571800,5,5,18,7,72300,146834
1,1,7579800,2,2,8,28,72304,95952
1,1,7589600,2,2,8,28,72304,265476
2,2,24154,2,2,8,28,4209,342825
2,2,6509,5,5,18,7,52044,294200
2,2,27352,5,5,25,10,61403,66977
4,4,15466,2,2,8,28,51938,127839
5,5,10099,2,2,8,28,3426,142285
5,5,6688,5,5,18,7,3442,7459
5,5,1663,2,2,8,28,5989,269046
7,7,27927,4,4,14,6,32046,161288
10,10,2937,2,2,8,28,8265,309144
10,10,3089,2,2,8,28,8464,23698
10,10,5092,4,4,14,6,12772,359164
10,10,18665,2,2,8,28,47732,214080
10,10,56460,2,2,8,28,60723,214269
11,11,4141,5,5,18,7,3578,127267
11,11,6217,2,2,8,28,6742,132770
11,11,6789,2,2,8,28,7374,289108
11,11,156932,2,2,8,28,9270,225647
11,11,13827,2,2,8,28,13087,437001
11,11,25543,2,2,8,28,15026,259851
11,11,18547,5,5,18,7,19346,68728
11,11,20813,2,2,8,28,22209,147014
11,11,25045,5,5,18,7,27223,212146
11,11,95384,4,4,14,6,27846,39056
11,11,95385,4,4,14,6,27846,361054
11,11,26959,2,2,8,28,28696,171863
11,11,35550,5,5,18,7,38396,401447
11,11,37173,5,5,18,7,41095,155927
11,11,37259,5,5,18,7,41368,126624
11,11,38727,2,2,8,28,42742,323052
11,11,170191,2,2,3,5,43394,431156
11,11,133485,2,2,8,28,44227,149435
11,11,40768,2,2,8,28,44596,171539
11,11,41660,4,4,14,6,45493,125548
11,11,41942,2,2,8,28,45509,219677
11,11,41947,2,2,8,28,45518,287720
11,11,41955,2,2,8,28,45585,372864
11,11,41971,5,5,18,7,45596,328002
11,11,41984,2,2,8,28,45619,23117
11,11,41993,2,2,8,28,45619,38636
11,11,41996,2,2,8,28,45619,40001
11,11,41997,2,2,8,28,45619,40679
11,11,42031,5,5,18,7,45619,82470
11,11,42052,2,2,8,28,45619,118960
11,11,42098,2,2,8,28,45619,178717
11,11,42110,2,2,8,28,45619,187281
11,11,42224,2,2,8,28,45619,356553
11,11,42228,2,2,8,28,45619,360470
11,11,42254,2,2,8,28,45619,441288
11,11,42268,2,2,8,28,45619,449498
11,11,42307,2,2,8,28,45710,43296
11,11,42310,2,2,8,28,45710,59572
11,11,42334,5,5,18,7,45710,146915
11,11,42339,2,2,8,28,45710,162343
11,11,42418,2,2,8,28,45721,39108
11,11,42422,2,2,3,5,45721,75754
11,11,42457,2,2,8,28,45721,401926
11,11,42459,5,5,18,7,45721,418063
11,11,42467,2,2,8,28,45726,297953
11,11,182296,4,4,14,6,50190,150023
11,11,120488,2,2,8,28,50206,305504
11,11,195011,4,4,14,6,53114,240654
11,11,82147,2,2,8,28,53970,254493
11,11,49823,2,2,8,28,54532,185839
11,11,51861,5,5,18,7,55263,369907
11,11,201854,2,2,8,28,57153,237235
11,11,53411,2,2,8,28,57926,286169
11,11,88537,2,2,2,24,58868,39110
11,11,156477,2,2,8,28,62076,361144
11,11,57370,5,5,18,7,62764,330111
11,11,201872,2,2,8,28,65783,75446
11,11,166380,4,4,14,6,69863,363533
11,11,119471,5,5,18,7,69903,224804
12,12,73418,2,2,8,28,913,227821
12,12,74238,2,2,8,28,1550,406529
12,12,39419,2,2,8,28,8018,151853
12,12,38167,2,2,8,28,9050,106669
12,12,8682,5,5,18,7,10062,388771
12,12,74230,2,2,8,28,21793,58372
12,12,4405,2,2,8,28,25745,299779
12,12,67725,2,2,8,28,32244,227215
12,12,73605,2,2,8,28,36866,408498
12,12,51072,2,2,2,24,45619,77153
12,12,38827,2,2,8,28,45782,269427
12,12,55217,2,2,8,28,55742,377110
12,12,21622,2,2,5,11,70235,153098
12,12,32222,2,2,8,28,71430,428245
12,12,8078,2,2,8,28,72169,27693
12,12,74685,2,2,8,28,72447,245127
12,12,24956,2,2,8,28,72830,415171
13,13,77517,2,2,8,28,12787,374137
14,14,1463704,2,2,8,28,26986,416719
14,14,1457480,2,2,8,28,30398,377785
14,14,1454071,2,2,8,28,60718,21436
16,16,57332,2,2,3,5,2071,304730
16,16,9443,2,2,8,28,3328,91293
16,16,35137,2,2,8,28,13486,259577
16,16,12580,5,5,18,7,15026,317714
16,16,35165,2,2,8,28,19349,185238
16,16,38412,2,2,5,11,23349,448891
16,16,22953,2,2,5,11,30018,127255
16,16,9335,2,2,8,28,49727,445267
16,16,36063,2,2,8,28,54560,263412
16,16,6071,5,5,18,7,69014,285646
16,16,6239,2,2,5,11,72647,146783
17,17,18363,2,2,8,28,7186,44605
3,3,1168,2,2,8,28,10681,206388
8,8,762,2,2,5,11,4079,265853
8,8,4297,2,2,8,28,22336,72400
8,8,9760,2,2,8,28,52300,143020
8,8,9840,2,2,8,28,52706,266158
8,8,9845,2,2,8,28,52706,375786
8,8,10391,2,2,8,28,55201,174608
17,17,15267,2,2,8,28,26937,389521
17,17,15421,2,2,5,11,27075,173358
17,17,15299,4,4,13,4,49126,70216
17,17,15278,5,5,18,7,50715,221671
17,17,15388,2,2,8,28,61403,412808
1,1,7565600,5,5,18,7,72255,145487
8,8,12082,2,2,5,11,66118,29983
7,7,13741,2,2,8,28,24182,118074
8,8,4107,2,2,8,28,20488,105022
8,8,1728,2,2,8,28,8265,340089
13,13,30696,2,2,5,11,71057,215030
10,10,11806,2,2,8,28,71430,428913
16,16,14207,2,2,8,28,70915,79858
8,8,4414,2,2,8,28,22336,367646
9,9,10931,2,2,8,28,8015,27633
9,9,11578,2,2,8,28,31293,24178
9,9,7733,2,2,8,28,55209,6413
9,9,13863,2,2,5,11,59747,98914
10,10,7188,2,2,8,28,20070,204562
5,5,6097,5,5,18,7,50006,218729
10,10,1396,2,2,8,28,4513,32815
10,10,19659,5,5,18,7,51294,298790
17,17,2070,2,2,8,28,54731,433986
8,8,4832,2,2,8,28,25675,237524
8,8,11996,2,2,8,28,65719,186205
12,12,30937,2,2,8,28,50206,173651
1,1,1611900,2,2,8,28,14633,185953
8,8,1301,5,5,18,7,6617,362218
8,8,13217,5,5,21,13,70997,401702
10,10,774,2,2,8,28,3084,98788
10,10,2123,2,2,8,28,6102,345571
8,8,1953,2,2,8,28,9153,282051
8,8,11500,2,2,8,28,62638,21448
8,8,11669,5,5,18,7,64346,54812
8,8,11702,2,2,8,28,64346,265683
10,10,362,2,2,8,28,1471,74936
8,8,11452,2,2,2,24,62433,138026
10,10,278,5,5,18,7,1265,141376
10,10,279,5,5,18,7,1265,360732
10,10,397,2,2,8,28,1471,372138
10,10,22388,5,5,22,18,60200,280707
12,12,32531,2,2,8,28,36866,69715
16,16,21805,2,2,8,28,24362,253967
10,10,23108,2,2,8,28,61403,185478
5,5,1324,2,2,8,28,51070,115661
8,8,2671,5,5,15,8,11354,431134
8,8,6216,2,2,8,28,30634,314006
8,8,6475,2,2,8,28,32029,392846
8,8,11817,5,5,18,7,65131,157173
10,10,1390,2,2,8,28,4513,8788
10,10,3568,2,2,8,28,9233,41132
4,4,3088,2,2,8,28,2536,391436
5,5,8839,2,2,5,11,25129,230672
10,10,629,2,2,8,28,2766,44408
10,10,600004904,2,2,8,28,15026,402794
10,10,16172,2,2,8,28,41628,295180
10,10,22126,2,2,8,28,59152,172072
10,10,22231,2,2,8,28,59550,115991
10,10,22440,2,2,8,28,60608,257689
16,16,15491,4,4,14,6,23561,19215
16,16,18126,2,2,5,11,46326,265533
10,10,9715,5,5,26,14,25883,124426
10,10,13925,2,2,8,28,33760,113661
10,10,13926,2,2,8,28,33760,295767
10,10,596,2,2,8,28,2589,376487
10,10,2727,2,2,8,28,8192,215430
10,10,4223,2,2,8,28,10639,230034
10,10,4414,2,2,8,28,11281,73128
10,10,4416,2,2,8,28,11281,258571
10,10,5592,2,2,8,28,13807,69958
10,10,5603,2,2,8,28,13807,374653
10,10,8295,2,2,8,28,22701,101882
10,10,6826,2,2,8,28,30607,160897
10,10,14830,4,4,13,4,37844,69835
10,10,17948,4,4,14,6,45493,208332
10,10,18021,4,4,13,4,45493,440678
10,10,19992,2,2,8,28,52312,309521
10,10,23071,2,2,7,26,61403,159342
10,10,23803,2,2,8,28,62751,45517
10,10,23959,2,2,8,28,62751,338066
10,10,25661,2,2,8,28,68631,52607
10,10,25782,5,5,19,9,69281,399018
10,10,26243,2,2,8,28,70095,403306
10,10,15190,2,2,8,28,38396,444763
9,9,19847,2,2,8,28,4169,153907
9,9,19837,2,2,5,11,6793,208947
9,9,19839,2,2,5,11,15268,47935
9,9,19846,5,5,18,7,25408,132614
9,9,19845,2,2,5,11,29388,405999
10,10,17484,2,2,8,28,44636,310905
10,10,4701,2,2,8,28,54921,133003
11,11,130591,2,2,8,28,43227,79265
10,10,5176,2,2,8,28,12902,71589
10,10,21720,2,2,8,28,56681,253690
11,11,136141,5,5,18,7,66004,285511
11,11,136142,5,5,18,7,66004,361232
10,10,8011,2,2,8,28,8970,425892
5,5,1095,2,2,5,11,2958,289480
5,5,13539,2,2,5,11,15072,400032
10,10,24485,2,2,8,28,64142,168357
13,13,78562,2,2,8,28,61600,61850
16,16,27118,2,2,8,28,38396,198296
6,6,4213,5,5,19,9,2977,349220
10,10,29375,2,2,8,28,53512,25313
10,10,29790,2,2,8,28,53512,362388
4,4,13819,2,2,8,28,41628,246273
10,10,46664,2,2,8,28,31293,266853
10,10,42235,2,2,8,28,32313,100546
11,11,172510,2,2,8,28,6507,64650
11,11,173651,2,2,3,5,43227,310936
12,12,28017,2,2,8,28,11993,186461
13,13,95744,2,2,8,28,5798,152901
16,16,38055,2,2,8,28,47713,297474
11,11,181532,2,2,8,28,45883,219632
12,12,50047,2,2,8,28,30607,70126
12,12,50037,2,2,8,28,34070,201312
12,12,47758,5,5,21,13,39177,50728
12,12,39484,2,2,8,28,39562,87135
12,12,39492,2,2,8,28,71430,69470
12,12,44314,2,2,8,28,71430,99278
13,13,101992,2,2,8,28,8977,231474
12,12,64623,2,2,8,28,22083,337037
13,13,111725,2,2,8,28,65131,279585
14,14,1463215,5,5,18,7,48512,227519
14,14,1463251,2,2,8,28,48512,334298
16,16,47174,2,2,8,28,72154,420798
10,10,60162,2,2,8,28,21488,234895
10,10,60163,2,2,8,28,21488,421542
10,10,65659,2,2,8,28,51952,320012
6,6,4247,2,2,8,28,5762,213852
6,6,6211,2,2,7,26,62583,358456
4,4,12971,2,2,8,28,27557,359986
4,4,20422,5,5,18,7,29239,341061
4,4,13276,2,2,7,26,30560,185736
4,4,12101,2,2,8,28,52561,310452
4,4,7174,5,5,21,13,69217,134630
7,7,34690,5,5,21,13,71430,143943
7,7,37492,2,2,2,24,61127,429961
10,10,1443820,2,2,8,28,28766,240109
17,17,15502,2,2,8,28,13446,107311
10,10,1464546,4,4,14,6,45493,187919
9,9,46108,5,5,21,13,44182,341185
10,10,1467637,2,2,8,28,22678,176305
10,10,1467775,2,2,8,28,22678,322927
7,7,49775,2,2,8,28,18793,280658
10,10,600015042,2,2,8,28,3940,218587
10,10,600015089,4,4,13,4,9130,305364
10,10,600014242,4,4,14,6,9713,349297
10,10,600015098,2,2,8,28,11075,38702
10,10,600015050,2,2,8,28,34097,197859
10,10,600015038,2,2,8,28,40890,144018
10,10,600014731,2,2,8,28,42116,308456
10,10,600015088,2,2,8,28,45493,407709
10,10,600017365,3,3,11,27,46204,237253
10,10,600015073,2,2,8,28,55209,342606
10,10,600015099,2,2,8,28,61316,248485
10,10,600015090,4,4,14,6,65131,373899
10,10,600015097,2,2,8,28,66575,75809
14,14,14492581,2,2,8,28,27206,360605
16,16,82027,2,2,8,28,29952,250356
16,16,83003,5,5,20,15,64298,372001
12,12,100031,2,2,8,28,804,203329
1,1,9121927,2,2,8,28,58730,382723
2,2,202714,2,2,8,28,37731,207195
11,11,363935,2,2,8,28,59857,352297
16,16,92438,2,2,8,28,41628,45396
16,16,92437,2,2,8,28,41628,304088
2,2,203512,2,2,8,28,69937,266008
11,11,381871,2,2,8,28,60446,242411
12,12,106973,2,2,8,28,36605,221077
13,13,96003,2,2,8,28,71807,245613
14,14,358750,2,2,8,28,15026,118489
1,1,6733800,2,2,8,28,65719,212634
14,14,690500,5,5,18,7,31097,53938
11,11,8298,5,5,18,7,8283,261793
11,11,8383,2,2,8,28,8457,312162
11,11,46079,2,2,8,28,14192,289533
11,11,15517,5,5,18,7,15026,34287
11,11,15814,2,2,8,28,15026,276945
11,11,19539,5,5,18,7,20914,252972
11,11,19861,5,5,18,7,21454,253713
11,11,20115,2,2,8,28,21707,417455
11,11,22767,5,5,18,7,24794,185958
11,11,29793,2,2,8,28,30801,222128
11,11,31528,5,5,18,7,32244,214716
11,11,33752,5,5,18,7,34675,68847
11,11,37777,2,2,8,28,41950,127459
11,11,37785,2,2,8,28,41950,371600
11,11,44033,5,5,18,7,48237,281690
11,11,46032,2,2,8,28,50480,169369
11,11,53317,2,2,8,28,57576,436577
11,11,53371,5,5,18,7,57675,445998
11,11,53509,5,5,21,13,58467,155334
11,11,55460,2,2,8,28,61138,87238
11,11,59209,5,5,18,7,65131,285660
11,11,64497,5,5,18,7,71430,228200
1,1,6802000,2,2,8,28,66013,147984
16,16,5973,5,5,21,13,63578,53562
16,16,17435,2,2,8,28,64112,80361
6,6,4902,5,5,18,7,11733,98690
13,13,30078,2,2,8,28,70031,314845
1,1,6560600,2,2,8,28,64583,360703
11,11,56120,2,2,8,28,61403,203930
11,11,57005,2,2,8,28,62364,401183
1,1,6064500,2,2,8,28,60160,294781
10,10,5564,4,4,14,6,13716,266097
10,10,20152,2,2,8,28,52561,203362
11,11,21833,2,2,8,28,23379,43923
11,11,21850,2,2,8,28,23379,401820
11,11,54593,5,5,18,7,60086,347319
13,13,21932,2,2,8,28,48003,48247
18,18,67335,2,2,8,28,98,348851
11,11,41189,5,5,19,9,44659,214199
12,12,2887,2,2,8,28,10321,327697
12,12,28494,2,2,8,28,27951,327873
1,1,912700,2,2,8,28,8970,447199
1,1,7621900,2,2,8,28,72767,165509
9,9,11101,2,2,5,11,13006,69056
10,10,11301,2,2,8,28,29082,226992
10,10,14115,2,2,8,28,34097,421413
10,10,3024,2,2,8,28,51959,450430
10,10,20606,5,5,18,7,54032,360732
10,10,24536,2,2,8,28,64346,163733
11,11,9009,2,2,8,28,8756,176145
13,13,1694,2,2,8,28,27968,362477
14,14,1129850,2,2,8,28,58780,195749
14,14,1129750,2,2,8,28,58780,212241
1,1,196300,2,2,8,28,1471,285758
1,1,1093700,2,2,8,28,10650,113853
1,1,1374025,5,5,26,14,12744,356863
1,1,5321500,2,2,8,28,16672,89903
1,1,2059500,2,2,8,28,20614,189451
1,1,1639800,2,2,8,28,22071,38125
1,1,2366500,2,2,8,28,23398,125466
1,1,3081500,2,2,8,28,29952,133332
1,1,3988250,2,2,8,28,38717,187767
1,1,4151250,2,2,8,28,40056,448937
1,1,5027900,2,2,7,26,48512,117017
1,1,6545775,2,2,8,28,64532,334332
1,1,6557700,2,2,8,28,64583,254518
1,1,6750250,2,2,8,28,65719,329638
1,1,7402750,2,2,8,28,71467,140683
1,1,7575500,2,2,8,28,72300,417725
11,11,7519,2,2,8,28,8065,307887
11,11,23408,2,2,8,28,25590,275309
11,11,44367,2,2,8,28,49126,375746
14,14,1128950,2,2,8,28,58730,358097
16,16,8788,5,5,18,7,14638,68222
4,4,3148,5,5,18,7,10235,18
9,9,9510,2,2,8,28,8015,114972
9,9,9513,2,2,8,28,30628,190559
10,10,13047,2,2,8,28,32053,170896
10,10,13144,2,2,8,28,32244,44327
10,10,22871,2,2,8,28,61312,285881
11,11,68067,5,5,26,14,54152,41028
13,13,35988,2,2,8,28,32313,35289
13,13,36073,2,2,5,11,70544,57012
13,13,36074,2,2,5,11,70544,335354
17,17,6571,2,2,5,11,27955,39939
18,18,9009934,2,2,8,28,98,6447
